epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
89,78926.4,1.18849,1.41515,1.26015,0.56304,0.39293,0.42221,0.29933,1.1237,1.31852,1.19954,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,79808.2,1.18712,1.41168,1.25801,0.56085,0.3959,0.42337,0.29993,1.12313,1.31551,1.19888,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,80684.7,1.18716,1.41038,1.25608,0.55969,0.39739,0.42374,0.30046,1.12281,1.31294,1.19821,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,81561.3,1.18436,1.40601,1.25645,0.55838,0.39975,0.42461,0.30105,1.12202,1.31012,1.19731,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,82435.9,1.1854,1.4032,1.25506,0.55972,0.39951,0.425,0.30149,1.12135,1.30812,1.19668,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,83317.7,1.1845,1.4011,1.25538,0.55923,0.40207,0.42578,0.30232,1.12017,1.30541,1.19564,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,84197.7,1.1822,1.39728,1.2534,0.5597,0.40211,0.42643,0.30317,1.11959,1.30284,1.19518,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,85076.2,1.18129,1.39371,1.25106,0.56004,0.40145,0.42721,0.30381,1.11913,1.30062,1.19446,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,85953.4,1.18114,1.39236,1.25134,0.56016,0.40264,0.42814,0.30464,1.11851,1.29825,1.19362,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,86833.7,1.17883,1.39125,1.24891,0.55933,0.40354,0.42907,0.30502,1.118,1.29568,1.19279,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,87713.7,1.17543,1.38398,1.2474,0.5665,0.39956,0.42971,0.30549,1.11741,1.29345,1.1919,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,88593.5,1.17583,1.3813,1.24708,0.55841,0.4037,0.43055,0.30587,1.11671,1.29115,1.19118,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,89468.7,1.17504,1.3811,1.24554,0.55745,0.40554,0.43092,0.30648,1.11603,1.28958,1.19033,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,90353.5,1.17482,1.37718,1.24498,0.562,0.40433,0.43161,0.30703,1.11563,1.2875,1.18975,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,91228,1.17267,1.37582,1.24389,0.56618,0.40505,0.43261,0.30781,1.115,1.28533,1.18895,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,92115.9,1.16927,1.37024,1.24248,0.56178,0.40663,0.43296,0.30799,1.11454,1.28331,1.18828,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,92991.8,1.16766,1.36766,1.24097,0.56931,0.40372,0.43339,0.30856,1.11388,1.28128,1.18744,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,93871.9,1.16976,1.36749,1.24219,0.56676,0.4072,0.43425,0.30918,1.11386,1.27995,1.18705,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,94746.5,1.1648,1.36401,1.23944,0.57652,0.40334,0.43491,0.30934,1.11343,1.27796,1.18621,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,95622.1,1.16608,1.35691,1.23801,0.57356,0.40485,0.43571,0.30981,1.11286,1.27585,1.18541,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,96496.3,1.16255,1.35269,1.23781,0.5732,0.40431,0.43631,0.31041,1.11251,1.27427,1.18469,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,97374.3,1.16048,1.35143,1.23613,0.56973,0.40635,0.43701,0.31108,1.11185,1.27272,1.18389,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,98249.4,1.16155,1.35075,1.23598,0.57236,0.40681,0.43796,0.31145,1.11138,1.27115,1.18322,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,99125.3,1.16023,1.34601,1.2342,0.5748,0.40547,0.4389,0.31252,1.11071,1.26956,1.1824,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,100016,1.15814,1.34023,1.23244,0.57528,0.40745,0.4399,0.31335,1.11019,1.26852,1.18183,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,100890,1.15786,1.3398,1.23223,0.57265,0.40995,0.43996,0.3135,1.10972,1.26697,1.18132,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,101764,1.15621,1.33529,1.23068,0.575,0.40943,0.44023,0.31384,1.10953,1.26651,1.18089,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,102639,1.15456,1.33361,1.22894,0.57433,0.41014,0.44076,0.314,1.10913,1.26512,1.18019,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,103514,1.15047,1.32584,1.22581,0.57579,0.41039,0.4419,0.3147,1.10873,1.26443,1.17942,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,104391,1.15153,1.32655,1.22809,0.57953,0.40924,0.44234,0.31501,1.10833,1.26326,1.17886,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,105266,1.14998,1.32028,1.22341,0.57948,0.40813,0.44263,0.31545,1.10786,1.2622,1.17815,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,106146,1.1472,1.31773,1.22414,0.58308,0.40755,0.44362,0.3164,1.10717,1.26171,1.1772,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,107027,1.14595,1.31048,1.22188,0.58284,0.40809,0.44421,0.31694,1.10698,1.26111,1.17669,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,107902,1.14398,1.31096,1.22241,0.58341,0.40767,0.44463,0.31686,1.1064,1.26045,1.1761,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,108777,1.14555,1.3064,1.22129,0.58466,0.4069,0.44507,0.31744,1.10606,1.2594,1.17557,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,109658,1.14349,1.30124,1.21923,0.58467,0.40731,0.44571,0.31779,1.10585,1.25944,1.17509,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,110532,1.13915,1.2971,1.21824,0.5868,0.40904,0.44677,0.31833,1.10519,1.25891,1.17451,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,111408,1.13765,1.29459,1.2166,0.58237,0.41185,0.44703,0.31878,1.10481,1.25864,1.17396,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,112284,1.13607,1.28817,1.21546,0.58336,0.4114,0.44815,0.31943,1.10442,1.25817,1.1733,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,113158,1.13486,1.28657,1.21538,0.58081,0.41227,0.44841,0.32001,1.10383,1.2579,1.17258,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,114032,1.13337,1.2795,1.21204,0.58577,0.41181,0.44881,0.32075,1.10352,1.25777,1.17203,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,114907,1.13008,1.27525,1.21208,0.58703,0.41266,0.4496,0.32131,1.10295,1.25752,1.17144,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,115782,1.12869,1.27237,1.21129,0.5848,0.4129,0.44978,0.32156,1.10257,1.25765,1.17108,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,116657,1.12727,1.26762,1.20866,0.58752,0.41253,0.45004,0.32218,1.10245,1.25719,1.17071,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,117535,1.12219,1.26114,1.20673,0.59456,0.41109,0.45136,0.32247,1.10198,1.25703,1.17012,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,118409,1.12284,1.25939,1.20611,0.59163,0.41316,0.45121,0.32273,1.10158,1.25735,1.16939,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,119282,1.1209,1.25504,1.20501,0.58848,0.41467,0.45171,0.32317,1.10151,1.25759,1.16902,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
