epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,44424,1.16808,1.32016,1.21273,0.56572,0.40687,0.43456,0.30478,1.13629,1.28513,1.16776,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,44782.8,1.16675,1.31637,1.21074,0.56616,0.40579,0.43539,0.30556,1.1357,1.28468,1.167,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,45132.9,1.1641,1.31189,1.21059,0.56397,0.40746,0.43592,0.30601,1.13527,1.28396,1.16668,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,45479.3,1.16112,1.30661,1.20858,0.56127,0.40773,0.43597,0.30626,1.13477,1.28355,1.16637,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,45823,1.15939,1.30305,1.2066,0.56244,0.40768,0.43676,0.30702,1.13438,1.28283,1.16578,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,46166.6,1.15611,1.29544,1.20409,0.56262,0.40988,0.43772,0.30748,1.13394,1.28182,1.16517,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,46515.6,1.15555,1.29467,1.20341,0.5625,0.40998,0.43833,0.30783,1.13357,1.28176,1.16459,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,46865,1.15332,1.2907,1.20353,0.56556,0.41041,0.43869,0.30846,1.13324,1.28094,1.16413,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,47200.8,1.14964,1.22348,1.19184,0.56018,0.41275,0.43927,0.30893,1.13234,1.28083,1.16323,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,47655.7,1.14114,1.20617,1.18682,0.57341,0.41431,0.44104,0.30999,1.13151,1.28113,1.16243,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,47984.9,1.13766,1.19471,1.18455,0.56749,0.41133,0.44107,0.31017,1.13073,1.2814,1.16164,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,48314.1,1.13316,1.18381,1.17938,0.57266,0.40965,0.44138,0.31067,1.13019,1.28116,1.16108,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,48642.4,1.1298,1.17667,1.17745,0.57402,0.40955,0.44156,0.31084,1.12964,1.2816,1.1602,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,48972.3,1.12649,1.16922,1.17644,0.57317,0.41093,0.44182,0.31144,1.12918,1.28207,1.15963,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,49301.6,1.12192,1.16065,1.17255,0.56877,0.41318,0.44278,0.31213,1.12861,1.28182,1.15886,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,49631.6,1.11737,1.15367,1.17008,0.56793,0.41462,0.44384,0.31309,1.12828,1.28162,1.15816,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,49961.3,1.11323,1.14434,1.16738,0.56694,0.41513,0.44446,0.31374,1.12798,1.28168,1.15755,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,50291.8,1.10982,1.135,1.16454,0.57132,0.41429,0.44443,0.31399,1.12787,1.28127,1.1571,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,50621.5,1.10786,1.129,1.16267,0.57094,0.41585,0.44501,0.31438,1.12799,1.28056,1.15686,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,50951,1.10271,1.1206,1.16023,0.56952,0.41669,0.44543,0.31472,1.12788,1.27981,1.15627,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,51279.9,1.09949,1.11117,1.158,0.57335,0.41612,0.44582,0.3151,1.12778,1.27906,1.15565,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,51609.9,1.09596,1.10347,1.15573,0.58508,0.41634,0.44684,0.31589,1.12776,1.27762,1.15524,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,51939.3,1.09144,1.09678,1.15338,0.58719,0.41647,0.44736,0.31647,1.12778,1.27617,1.15482,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
