epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
88,87304.8,1.19045,1.42028,1.26531,0.5614,0.40046,0.42319,0.29728,1.12716,1.32139,1.20812,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,88296.1,1.18959,1.41572,1.26498,0.56096,0.40206,0.42439,0.29827,1.12671,1.31804,1.20728,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,89287.9,1.18774,1.41709,1.2624,0.5619,0.40294,0.42571,0.29902,1.1257,1.3148,1.20615,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,90279.4,1.18799,1.41431,1.262,0.55828,0.40345,0.42699,0.29981,1.12524,1.31173,1.20541,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,91270.7,1.18636,1.40896,1.26112,0.55944,0.40262,0.42721,0.30044,1.12475,1.30896,1.20464,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,92262.1,1.18753,1.40775,1.26149,0.55814,0.40573,0.42819,0.30137,1.12424,1.30611,1.20386,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,93253.1,1.18552,1.40275,1.26013,0.55897,0.40565,0.42874,0.30192,1.12332,1.30344,1.20273,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,94244,1.18256,1.4004,1.25722,0.56131,0.40557,0.42964,0.30272,1.1227,1.30077,1.20196,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,95235.7,1.1822,1.39761,1.25575,0.56948,0.40288,0.43044,0.3035,1.12185,1.29849,1.20065,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,96227.1,1.1812,1.39566,1.25765,0.57172,0.40262,0.43144,0.30411,1.12084,1.29599,1.19959,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
