epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
67,37941.1,1.21648,1.48262,1.28496,0.56099,0.37246,0.39479,0.27694,1.14977,1.40096,1.23058,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,38500.5,1.21424,1.47627,1.28248,0.56045,0.37433,0.39585,0.27777,1.14849,1.39845,1.22922,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,39054.5,1.21156,1.47155,1.28135,0.56272,0.37357,0.39675,0.27874,1.14734,1.39595,1.22801,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,39611.2,1.21335,1.46928,1.28102,0.5634,0.37515,0.39796,0.27919,1.14645,1.39381,1.22699,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,40165.3,1.21192,1.46835,1.27967,0.56367,0.37669,0.39848,0.27988,1.14536,1.39109,1.22582,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,40724.5,1.21095,1.46532,1.27777,0.56573,0.37743,0.39965,0.28109,1.14439,1.38757,1.22444,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,41277.6,1.20809,1.46274,1.27773,0.56405,0.37706,0.40045,0.28183,1.14382,1.38484,1.22349,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,41852.3,1.20803,1.46278,1.27703,0.56564,0.37716,0.40139,0.28231,1.14306,1.38161,1.22232,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,42404.7,1.20417,1.45634,1.27422,0.56377,0.37901,0.40247,0.28296,1.14195,1.37856,1.2211,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,42959.8,1.20603,1.45482,1.27493,0.5636,0.3806,0.40331,0.28403,1.14086,1.37519,1.22005,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,43525.1,1.20418,1.45543,1.27307,0.56246,0.38288,0.40471,0.28485,1.13977,1.37211,1.21885,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,44085.4,1.20264,1.44784,1.2724,0.56431,0.38261,0.40562,0.28559,1.1382,1.36914,1.21743,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,44648.7,1.201,1.44422,1.27056,0.5631,0.38447,0.40675,0.28637,1.13707,1.36559,1.21613,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,45217.1,1.20011,1.43899,1.26924,0.56346,0.38595,0.40759,0.28679,1.13637,1.36192,1.21523,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,45773,1.19968,1.44272,1.26927,0.56431,0.38729,0.40897,0.2879,1.13537,1.35833,1.21413,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
